customer_name,opportunity_id,customer_id,Product,qty,price,Earliest_Year,Latest_Year,cluster_class,cluster_class_name,Web_act1_time_bckt1,Web_act1_time_bckt2,Web_act1_time_bckt3,Web_act1_time_bckt4,Web_act1_time_bckt5,Web_act2_time_bckt1,Web_act2_time_bckt2,Web_act2_time_bckt3,Web_act2_time_bckt4,Web_act2_time_bckt5,Web_act3_time_bckt1,Web_act3_time_bckt2,Web_act3_time_bckt3,Web_act3_time_bckt4,Web_act3_time_bckt5,num_support_req_time_bckt1,num_support_req_time_bckt2,num_support_req_time_bckt3,num_support_req_time_bckt4,num_support_req_time_bckt5,num_pos_chat_time_bckt1,num_pos_chat_time_bckt2,num_pos_chat_time_bckt3,num_pos_chat_time_bckt4,num_pos_chat_time_bckt5,num_neg_chat_time_bckt1,num_neg_chat_time_bckt2,num_neg_chat_time_bckt3,num_neg_chat_time_bckt4,num_neg_chat_time_bckt5,num_pos_email_time_bckt1,num_pos_email_time_bckt2,num_pos_email_time_bckt3,num_pos_email_time_bckt4,num_pos_email_time_bckt5,num_neg_email_time_bckt1,num_neg_email_time_bckt2,num_neg_email_time_bckt3,num_neg_email_time_bckt4,num_neg_email_time_bckt5,num_pos_tweets_time_bckt1,num_pos_tweets_time_bckt2,num_pos_tweets_time_bckt3,num_pos_tweets_time_bckt4,num_pos_tweets_time_bckt5,num_neg_tweets_time_bckt1,num_neg_tweets_time_bckt2,num_neg_tweets_time_bckt3,num_neg_tweets_time_bckt4,num_neg_tweets_time_bckt5,Revenue,num_days_ss1,num_days_ss2,num_days_ss3,num_days_ss4,num_days_ss5,num_days_ss6,current_ss,days_in_curr_ss,opentasks_time_bckt1,opentasks_time_bckt2,opentasks_time_bckt3,opentasks_time_bckt4,opentasks_time_bckt5,num_closed_tsk_time_bckt1,num_closed_tsk_time_bckt2,num_closed_tsk_time_bckt3,num_closed_tsk_time_bckt4,num_closed_tsk_time_bckt5,num_sp_pos_com_time_bckt1,num_sp_pos_com_time_bckt2,num_sp_pos_com_time_bckt3,num_sp_pos_com_time_bckt4,num_sp_pos_com_time_bckt5,num_sp_neg_com_time_bckt1,num_sp_neg_com_time_bckt2,num_sp_neg_com_time_bckt3,num_sp_neg_com_time_bckt4,num_sp_neg_com_time_bckt5,opportunity_value,OverAll_Sum_of_shipped_qty,OverAll_Sum_of_tot_net_amt,Number_of_periods_sold,Total_Periods_of_activity,% of time product sold,pred_run_date,distance_to_centroid,qfi_overall,qfi-web_intra,qfi-hd-intra,qfi-crm-intra,qfi-sh-intra,qfi-sm-intra,qfi-web-inter,qfi-hd-inter,qfi-crm-inter,qfi-sh-inter,qfi-sm-inter
CNH AMERICA LLC,10246,246,solbam,18,85,201108,201108,0,MOST LIKELY,77,66,66,58,195,89,125,78,94,237,12,10,23,18,20,1,2,0,2,2,3,0,1,2,0,2,0,3,0,2,1,2,0,3,0,0,0,0,0,4,2,1,1,1,3,0,1,4,0,3,1530,25,10,24,0,0,0,3,24,1,0,2,3,5,1,3,0,2,5,0,3,0,0,2,0,2,3,1,3,1530,85,7225,1,0,1,,,,,,,,,,,,,
CNH AMERICA LLC,10246,246,solbam,18,85,201108,201108,3,SOMEWHAT UNLIKELY,130,112,112,98,330,140,196,123,119,402,42,30,58,16,49,1,1,3,0,4,1,3,1,5,2,1,0,5,1,0,1,3,1,1,0,2,1,1,1,2,2,2,2,3,1,1,0,2,4,3,1530,25,10,24,0,0,0,3,24,1,0,2,3,5,1,3,0,2,5,0,3,0,0,2,0,2,3,1,3,1530,85,7225,1,0,1,,,,,,,,,,,,,
CNH AMERICA LLC,10247,247,Voyalight,11,150,201110,201110,0,MOST LIKELY,77,66,66,58,195,89,125,78,94,237,12,10,23,18,20,1,2,0,2,2,3,0,1,2,0,2,0,3,0,2,1,2,0,3,0,0,0,0,0,4,2,1,1,1,3,0,1,4,0,3,1650,15,16,0,0,0,0,2,16,2,1,2,2,4,2,0,3,1,4,2,2,1,2,1,2,0,3,2,0,1650,59,8850,1,0,1,,,,,,,,,,,,,
CNH AMERICA LLC,10247,247,Voyalight,11,150,201110,201110,3,SOMEWHAT UNLIKELY,130,112,112,98,330,140,196,123,119,402,42,30,58,16,49,1,1,3,0,4,1,3,1,5,2,1,0,5,1,0,1,3,1,1,0,2,1,1,1,2,2,2,2,3,1,1,0,2,4,3,1650,15,16,0,0,0,0,2,16,2,1,2,2,4,2,0,3,1,4,2,2,1,2,1,2,0,3,2,0,1650,59,8850,1,0,1,,,,,,,,,,,,,
CNH AMERICA LLC,10247,247,Voyalight,11,150,201008,201206,0,MOST LIKELY,77,66,66,58,195,89,125,78,94,237,12,10,23,18,20,1,2,0,2,2,3,0,1,2,0,2,0,3,0,2,1,2,0,3,0,0,0,0,0,4,2,1,1,1,3,0,1,4,0,3,1650,15,16,0,0,0,0,2,16,2,1,2,2,4,2,0,3,1,4,2,2,1,2,1,2,0,3,2,0,1650,34,5100,22,22,1,,,,,,,,,,,,,
CNH AMERICA LLC,10247,247,Voyalight,11,150,201008,201206,3,SOMEWHAT UNLIKELY,130,112,112,98,330,140,196,123,119,402,42,30,58,16,49,1,1,3,0,4,1,3,1,5,2,1,0,5,1,0,1,3,1,1,0,2,1,1,1,2,2,2,2,3,1,1,0,2,4,3,1650,15,16,0,0,0,0,2,16,2,1,2,2,4,2,0,3,1,4,2,2,1,2,1,2,0,3,2,0,1650,34,5100,22,22,1,,,,,,,,,,,,,
COGHLAN'S LTD.,10248,248,signtouch,6,395,201010,201207,0,MOST LIKELY,86,74,74,65,219,90,126,79,77,258,44,21,15,21,24,1,0,2,4,3,1,2,0,1,5,1,1,2,3,0,5,2,5,1,1,1,0,0,1,2,0,2,3,1,2,2,2,0,1,0,2370,21,22,10,29,17,0,5,17,1,3,0,1,3,3,1,0,2,2,3,3,1,0,1,3,3,0,3,4,2370,73,28835,5,21,0.24,,,,,,,,,,,,,
COLE SUPPLY COMPANY,10249,249,signtouch,5,395,201110,201110,0,MOST LIKELY,66,57,57,50,167,74,104,65,100,175,22,56,47,72,38,0,1,1,5,5,2,4,2,1,2,1,1,1,0,0,0,0,0,0,1,1,0,4,1,2,1,1,0,2,5,1,0,2,0,2,1975,20,23,20,13,26,0,5,26,2,0,1,3,1,2,2,2,2,2,1,2,2,2,2,0,2,2,2,4,1975,74,29230,1,0,1,,,,,,,,,,,,,
COLGATE-PALMOLIVE COMPANY,10250,250,labfax,13,495,200803,201507,3,SOMEWHAT UNLIKELY,110,94,94,82,278,115,160,100,101,326,19,70,29,14,10,3,0,0,0,0,0,3,3,5,5,1,0,1,0,0,2,0,0,1,2,2,1,1,1,1,4,1,1,1,5,0,1,1,0,2,6435,16,24,16,27,0,0,4,27,0,3,3,2,5,0,2,0,3,5,1,1,3,2,5,2,3,3,3,5,6435,36,17820,89,88,1.01,,,,,,,,,,,,,
COLTENE/WHALEDENT INC.,10251,251,signtouch,8,395,200601,201410,0,MOST LIKELY,84,72,72,63,213,90,125,78,91,243,48,54,33,10,16,4,0,1,3,1,1,2,1,4,0,0,4,0,1,3,5,3,2,2,2,2,1,0,1,0,3,2,2,0,2,1,3,5,1,1,3160,10,28,14,0,0,0,3,14,1,3,0,0,0,2,3,1,2,0,0,0,0,1,2,2,3,3,0,3,3160,28,11060,68,105,0.65,,,,,,,,,,,,,
COMBAT INSECT CONTROL SYSTEMS,10252,252,Voyalight,11,150,200902,201109,3,SOMEWHAT UNLIKELY,99,85,85,75,252,102,143,89,111,269,40,19,40,9,15,3,1,1,0,0,1,2,1,3,1,2,0,3,3,3,0,3,1,1,4,1,3,5,1,1,1,1,1,2,0,0,4,2,0,2,1650,14,13,22,27,0,0,4,27,0,1,2,1,2,1,3,3,0,0,2,0,3,2,5,3,2,2,0,1,1650,30,4500,14,31,0.45,,,,,,,,,,,,,
COMMERCIAL AQUATIC SERVICES INC.,10253,253,Statip,6,100,200601,201402,0,MOST LIKELY,79,68,68,59,199,84,118,74,95,217,23,18,41,79,9,1,1,1,1,3,0,3,2,1,1,3,3,0,0,0,4,2,3,1,3,1,0,1,3,5,0,3,1,0,5,0,2,1,3,1,600,26,13,0,0,0,0,2,13,3,1,3,3,3,1,3,2,3,5,1,0,3,0,2,0,2,0,1,1,600,94,9400,79,97,0.81,,,,,,,,,,,,,
"COMPASS CHEMICAL INTERNATIONAL, LLC",10254,254,zonair,9,125,201007,201312,3,SOMEWHAT UNLIKELY,115,99,99,87,292,126,176,110,118,351,47,22,11,10,32,1,1,2,5,1,1,1,4,2,2,4,3,1,1,1,0,1,1,1,1,3,1,0,1,3,1,1,5,1,2,1,2,1,0,3,1125,15,11,21,17,0,0,4,17,2,2,3,1,1,0,0,3,1,1,2,3,1,2,5,2,3,3,2,2,1125,71,8875,32,41,0.78,,,,,,,,,,,,,
CONCEPT SCIENTIFIC LLC,10255,255,solbam,13,85,200806,201106,0,MOST LIKELY,63,54,54,47,158,78,109,68,90,198,9,18,21,31,27,2,0,1,1,2,0,3,1,5,1,2,2,1,1,2,1,0,5,1,2,2,3,0,1,1,0,1,0,4,1,1,2,2,3,0,1105,28,30,0,0,0,0,2,30,0,3,0,2,4,3,0,3,3,1,2,3,3,2,3,0,2,1,3,1,1105,69,5865,30,36,0.83,,,,,,,,,,,,,
"CONCRETE SEALANTS, INC.",10256,256,Voyalight,20,150,200705,201504,3,SOMEWHAT UNLIKELY,119,102,102,90,303,122,171,107,108,348,27,58,16,13,10,2,1,5,2,1,0,1,1,2,0,1,0,4,0,1,0,0,2,2,2,1,0,3,0,1,1,0,1,4,0,2,2,5,2,2,3000,12,28,28,26,11,25,6,25,3,2,0,2,4,3,2,0,2,0,2,2,3,2,1,3,2,0,2,0,3000,85,12750,63,95,0.66,,,,,,,,,,,,,
CONKLIN COMPANY INC.,10257,257,solbam,5,85,200601,201507,3,SOMEWHAT UNLIKELY,114,98,98,85,288,122,170,106,111,342,11,71,33,75,18,1,0,0,2,0,2,1,2,3,0,2,5,0,1,3,2,3,1,1,5,1,1,1,1,1,0,3,0,0,2,1,1,1,0,1,425,13,16,17,0,0,0,3,17,2,1,1,2,1,3,3,0,0,0,3,3,0,2,2,2,1,3,2,5,425,100,8500,115,114,1.01,,,,,,,,,,,,,
CONNELL FAMILY INC. D/B/A CFI,10258,258,apstring,9,90,200809,201208,0,MOST LIKELY,60,51,51,45,150,72,100,63,88,178,49,21,23,17,24,5,0,1,3,0,0,4,0,1,2,0,3,1,1,1,1,2,5,2,2,4,1,0,1,1,3,0,2,1,2,2,0,0,1,1,810,12,25,23,0,0,0,3,23,3,0,1,0,2,0,1,2,0,0,3,3,3,0,0,1,0,0,2,3,810,49,4410,27,47,0.57,,,,,,,,,,,,,
"CONTEC, INC.",10259,259,mathstring,14,195,200702,201104,0,MOST LIKELY,70,60,60,53,177,75,105,66,63,215,22,40,10,47,23,0,0,1,1,5,0,1,1,2,4,2,1,0,1,2,1,1,2,3,0,4,1,4,1,1,1,0,1,1,1,2,3,3,4,3,2730,17,15,17,16,30,22,6,22,0,3,0,2,4,2,3,0,3,4,0,0,3,2,0,2,3,3,0,4,2730,96,18720,46,50,0.92,,,,,,,,,,,,,
CONTECH ENTERPRISES INC.,10260,260,Statip,8,100,200601,201404,3,SOMEWHAT UNLIKELY,130,112,112,98,329,127,178,111,134,338,13,41,59,35,12,2,1,2,3,2,0,4,0,0,1,0,5,2,0,1,2,3,1,0,1,2,1,0,1,1,3,2,0,2,2,2,1,2,0,0,800,23,16,12,0,0,0,3,12,0,2,3,3,0,1,3,2,2,1,3,1,3,3,5,2,1,1,2,1,800,45,4500,72,99,0.73,,,,,,,,,,,,,
CONTECHEM INC.,10261,261,zonair,8,125,201004,201408,0,MOST LIKELY,59,50,50,44,148,79,110,69,65,227,29,33,36,37,20,2,1,1,1,2,1,5,2,1,2,2,2,3,2,2,2,3,1,4,2,2,0,1,0,0,1,1,0,0,2,2,3,2,2,4,1000,11,21,24,21,20,14,6,14,1,1,2,1,0,1,1,3,1,2,0,2,0,2,5,2,3,3,0,0,1000,35,4375,21,52,0.4,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10262,262,signtouch,15,395,200601,201504,3,SOMEWHAT UNLIKELY,110,94,94,83,280,109,153,95,101,305,20,41,43,55,29,0,5,4,0,2,1,0,0,2,3,1,3,2,1,1,1,1,0,1,2,0,3,0,1,1,0,2,3,1,0,0,1,0,0,0,5925,29,10,10,0,0,0,3,10,1,1,3,3,3,0,1,2,1,5,0,2,0,0,2,3,1,1,1,3,5925,66,26070,101,111,0.91,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10262,262,signtouch,15,395,200601,201504,0,MOST LIKELY,81,69,69,161,104,85,119,74,192,125,25,20,13,31,7,0,0,1,2,3,0,2,5,2,1,3,3,0,0,2,5,1,0,3,1,2,2,4,0,0,0,1,1,3,2,0,1,1,3,3,5925,29,10,10,0,0,0,3,10,1,1,3,3,3,0,1,2,1,5,0,2,0,0,2,3,1,1,1,3,5925,66,26070,101,111,0.91,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10262,262,signtouch,15,395,201010,201503,3,SOMEWHAT UNLIKELY,110,94,94,83,280,109,153,95,101,305,20,41,43,55,29,0,5,4,0,2,1,0,0,2,3,1,3,2,1,1,1,1,0,1,2,0,3,0,1,1,0,2,3,1,0,0,1,0,0,0,5925,29,10,10,0,0,0,3,10,1,1,3,3,3,0,1,2,1,5,0,2,0,0,2,3,1,1,1,3,5925,30,11850,18,53,0.34,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10262,262,signtouch,15,395,201010,201503,0,MOST LIKELY,81,69,69,161,104,85,119,74,192,125,25,20,13,31,7,0,0,1,2,3,0,2,5,2,1,3,3,0,0,2,5,1,0,3,1,2,2,4,0,0,0,1,1,3,2,0,1,1,3,3,5925,29,10,10,0,0,0,3,10,1,1,3,3,3,0,1,2,1,5,0,2,0,0,2,3,1,1,1,3,5925,30,11850,18,53,0.34,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10263,263,mathstring,20,195,200601,201507,2,SWING,110,94,94,83,280,109,153,95,101,305,20,41,43,55,29,0,5,4,0,2,1,0,0,2,3,1,3,2,1,1,1,1,0,1,2,0,3,0,1,1,0,2,3,1,0,0,1,0,0,0,3900,26,27,19,0,0,0,3,19,2,1,1,1,1,3,0,2,1,0,0,1,2,0,1,1,1,3,2,5,3900,22,4290,108,114,0.95,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10263,263,mathstring,20,195,200601,201507,0,MOST LIKELY,81,69,69,161,104,85,119,74,192,125,25,20,13,31,7,0,0,1,2,3,0,2,5,2,1,3,3,0,0,2,5,1,0,3,1,2,2,4,0,0,0,1,1,3,2,0,1,1,3,3,3900,26,27,19,0,0,0,3,19,2,1,1,1,1,3,0,2,1,0,0,1,2,0,1,1,1,3,2,5,3900,22,4290,108,114,0.95,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10263,263,mathstring,20,195,200810,201205,2,SWING,110,94,94,83,280,109,153,95,101,305,20,41,43,55,29,0,5,4,0,2,1,0,0,2,3,1,3,2,1,1,1,1,0,1,2,0,3,0,1,1,0,2,3,1,0,0,1,0,0,0,3900,26,27,19,0,0,0,3,19,2,1,1,1,1,3,0,2,1,0,0,1,2,0,1,1,1,3,2,5,3900,27,5265,14,43,0.33,,,,,,,,,,,,,
CONTINENTAL CHEMICAL CO.,10263,263,mathstring,20,195,200810,201205,0,MOST LIKELY,81,69,69,161,104,85,119,74,192,125,25,20,13,31,7,0,0,1,2,3,0,2,5,2,1,3,3,0,0,2,5,1,0,3,1,2,2,4,0,0,0,1,1,3,2,0,1,1,3,3,3900,26,27,19,0,0,0,3,19,2,1,1,1,1,3,0,2,1,0,0,1,2,0,1,1,1,3,2,5,3900,27,5265,14,43,0.33,,,,,,,,,,,,,
"CONTRACT PACKAGING, INC.",10264,264,mathstring,16,195,200612,201101,1,SOMEWHAT LIKELY,132,113,113,264,170,133,186,116,296,197,37,80,7,46,50,2,1,1,0,1,5,1,0,3,1,0,3,0,5,4,2,1,0,0,0,0,1,3,0,1,2,1,0,1,0,2,1,5,2,2,3120,20,17,14,18,17,29,6,29,0,2,0,3,2,3,0,0,1,1,2,1,2,1,3,2,2,1,0,4,3120,34,6630,39,49,0.8,,,,,,,,,,,,,
"CONTROL SOLUTIONS, INC.",10265,265,labfax,17,495,200812,201507,0,MOST LIKELY,51,44,44,102,64,70,98,61,114,146,39,94,13,57,31,2,0,2,2,2,2,1,1,1,1,4,1,1,0,2,1,0,1,2,2,1,0,5,2,0,0,3,1,1,5,0,3,1,0,0,8415,21,24,0,0,0,0,2,24,1,0,0,3,1,3,2,3,3,4,0,1,1,2,2,3,0,2,0,4,8415,59,29205,79,79,1,,,,,,,,,,,,,
"CONTROLLED RELEASE TECHNOLOGIES, INC.",10266,266,signtouch,19,395,200802,201504,0,MOST LIKELY,67,57,57,133,86,82,115,72,144,161,27,54,51,71,8,1,2,1,0,0,3,3,1,1,1,3,2,0,1,2,2,3,2,1,2,4,0,0,3,4,1,0,4,2,2,3,3,0,1,5,7505,22,24,0,0,0,0,2,24,1,3,0,2,2,2,3,0,1,5,0,3,1,2,4,0,0,3,0,0,7505,60,23700,45,86,0.52,,,,,,,,,,,,,
"COPPER CARE WOOD PRESERVATIVES, INC.",10267,267,Voyalight,7,150,200706,201507,1,SOMEWHAT LIKELY,93,79,79,185,119,103,144,90,203,180,28,31,31,47,11,1,1,3,0,1,1,1,5,3,3,1,5,3,1,1,1,2,1,2,3,1,1,5,1,1,5,1,2,3,0,1,0,3,2,1,1050,24,12,18,15,13,16,6,16,1,0,0,0,5,3,3,0,0,0,3,1,2,1,1,3,3,1,0,4,1050,73,10950,90,97,0.93,,,,,,,,,,,,,
COPPER DEVELOPMENT ASSOCIATION,10268,268,solbam,9,85,200705,201203,0,MOST LIKELY,67,58,58,135,86,77,108,68,150,138,27,58,26,21,55,1,0,2,1,2,2,1,1,2,0,3,3,3,0,1,1,2,1,1,1,0,1,4,2,0,2,5,4,3,0,3,2,5,5,1,765,15,12,26,23,0,0,4,23,3,0,3,2,3,1,0,0,1,2,0,2,2,0,1,3,1,1,3,2,765,40,3400,35,58,0.6,,,,,,,,,,,,,
COPPERCOAT USA LLC,10269,269,apstring,5,90,200604,201106,0,MOST LIKELY,60,51,51,119,76,73,102,64,148,122,49,49,25,30,22,2,2,0,1,1,1,4,4,3,3,4,2,1,2,0,4,1,2,1,1,2,1,0,3,2,2,3,1,0,1,1,2,1,3,5,450,26,10,0,0,0,0,2,10,1,2,2,3,3,1,3,3,1,1,2,0,1,2,3,1,1,2,3,2,450,55,4950,5,62,0.08,,,,,,,,,,,,,
CORAL CHEMICAL COMPANY,10270,270,openfix,13,295,200601,201402,0,MOST LIKELY,99,85,85,198,127,104,146,91,231,159,25,56,39,17,30,2,0,1,3,1,3,0,0,2,1,3,0,2,0,0,1,5,0,2,1,1,1,1,0,5,0,1,2,5,0,2,1,0,4,1,3835,22,15,13,0,0,0,3,13,0,2,2,2,1,2,0,1,3,1,3,3,3,0,2,0,0,0,2,4,3835,36,10620,85,97,0.88,,,,,,,,,,,,,
"CORAL SEAS,  A DIVISION OF",10271,271,labfax,11,495,201006,201507,0,MOST LIKELY,96,82,82,192,125,99,138,87,217,151,23,52,50,32,30,3,3,0,0,2,0,1,0,2,2,0,0,1,4,3,2,0,0,0,1,1,0,1,0,1,2,1,0,1,0,2,1,1,0,1,5445,22,16,0,0,0,0,2,16,1,0,0,1,2,1,1,1,3,3,2,1,0,3,1,1,3,1,3,4,5445,70,34650,55,61,0.9,,,,,,,,,,,,,
"CORETEX PRODUCTS, INC.",10272,272,zonair,6,125,201010,201111,1,SOMEWHAT LIKELY,116,99,99,231,149,124,174,109,241,220,26,11,8,10,25,1,2,1,3,1,3,2,5,1,5,2,3,2,2,1,2,4,0,1,1,1,1,0,2,5,0,2,1,2,1,1,2,1,2,2,750,12,23,10,0,0,0,3,10,0,3,2,1,0,1,2,1,0,1,3,0,2,3,1,0,3,2,1,1,750,92,11500,6,13,0.46,,,,,,,,,,,,,
"CORSICANA TECHNOLOGIES, INC. D/B/A CORSITECH",10273,273,Statip,12,100,200902,201504,0,MOST LIKELY,85,73,73,169,108,95,133,83,203,153,42,19,33,62,34,0,1,1,0,2,3,5,1,1,5,0,1,0,2,0,1,2,4,1,0,2,1,0,1,3,1,2,1,1,5,1,2,2,2,3,1200,30,20,14,27,0,0,4,27,1,0,1,2,5,2,2,0,0,4,1,2,2,3,0,0,0,3,2,1,1200,29,2900,55,74,0.74,,,,,,,,,,,,,
CORVUS REPELLENT INC.,10274,274,labfax,8,495,200610,201311,1,SOMEWHAT LIKELY,96,82,82,191,123,107,150,94,225,173,30,60,14,9,14,1,2,0,1,2,1,0,1,0,1,1,2,1,2,2,5,1,4,1,1,1,2,1,2,1,2,2,1,0,1,3,0,0,2,2,3960,17,29,19,21,0,0,4,21,3,1,2,2,0,2,3,0,1,2,0,3,2,3,0,1,3,1,0,4,3960,34,16830,44,85,0.52,,,,,,,,,,,,,
COULSTON PRODUCTS INCORPORATED,10275,275,labfax,8,495,201006,201507,1,SOMEWHAT LIKELY,106,91,91,212,136,108,152,95,239,164,36,83,14,33,20,3,2,0,3,2,2,1,0,2,0,1,1,4,2,0,2,2,1,1,1,2,1,0,3,0,4,1,3,3,4,1,0,4,3,1,3960,20,16,0,0,0,0,2,16,3,3,0,0,3,1,3,3,3,3,0,0,3,1,1,2,0,1,1,1,3960,34,16830,55,61,0.9,,,,,,,,,,,,,
"CR BRANDS, INC.",10276,276,zonair,14,125,201004,201311,1,SOMEWHAT LIKELY,105,90,90,209,134,111,155,97,245,166,19,24,60,58,42,4,0,3,5,3,1,2,2,3,2,2,1,1,1,2,0,0,1,3,3,1,1,2,0,5,1,1,1,3,2,4,5,2,2,0,1750,17,30,28,0,0,0,3,28,2,2,1,2,4,1,1,0,1,4,2,0,3,0,4,2,3,3,2,0,1750,32,4000,13,43,0.3,,,,,,,,,,,,,
"CRAMER PRODUCTS,  INC",10277,277,Voyalight,5,150,200604,201506,1,SOMEWHAT LIKELY,130,111,111,260,167,128,179,112,293,184,41,57,16,25,27,2,1,2,1,1,2,1,0,0,1,3,1,1,2,3,1,5,1,3,1,3,1,0,2,0,4,0,2,4,1,1,1,0,2,1,750,12,13,30,0,0,0,3,30,1,2,2,1,0,3,2,3,0,4,0,3,0,1,3,1,1,1,3,4,750,72,10800,110,110,1,,,,,,,,,,,,,
"CREATIVE MARKETING & RESEARCH, INC.",10278,278,zonair,19,125,201107,201405,1,SOMEWHAT LIKELY,115,98,98,229,148,114,159,100,262,161,46,33,20,17,18,1,2,1,0,5,3,0,0,1,0,4,0,0,1,4,4,2,2,1,0,4,1,2,2,0,3,0,3,2,1,1,0,0,1,3,2375,28,30,23,23,10,0,5,10,0,3,2,2,1,0,3,1,0,3,2,2,1,0,1,1,0,0,3,1,2375,66,8250,18,34,0.53,,,,,,,,,,,,,
"CREATIVE MKTG & RESEARCH, INC.",10279,279,zonair,7,125,200902,201311,0,MOST LIKELY,65,56,56,131,84,146,117,73,141,107,34,15,40,17,49,0,1,1,0,2,2,2,0,0,3,1,1,0,2,0,5,1,0,1,3,1,0,0,0,4,2,1,1,3,5,0,2,2,0,1,875,15,25,23,0,0,0,3,23,0,3,2,3,0,0,0,1,2,3,0,3,1,0,5,3,3,0,1,5,875,55,6875,26,57,0.46,,,,,,,,,,,,,
"CREATIVE WATER SOLUTIONS, LLC",10280,280,labfax,7,495,201108,201108,1,SOMEWHAT LIKELY,118,101,101,236,153,118,166,104,266,175,20,13,39,50,34,2,1,1,5,4,5,1,3,2,2,5,3,2,5,0,0,0,1,4,0,1,0,1,0,1,1,2,2,1,3,0,0,3,0,2,3465,11,12,28,0,0,0,3,28,0,1,2,1,3,2,0,0,2,4,2,0,2,0,4,0,0,1,3,1,3465,21,10395,1,0,1,,,,,,,,,,,,,
"CROCKER'S FISH OIL, INC.",10281,281,labfax,9,495,200705,201507,1,SOMEWHAT LIKELY,111,95,95,222,143,123,172,107,253,204,9,27,13,12,28,0,4,4,2,1,0,3,0,1,2,1,5,3,3,0,1,2,2,3,2,2,4,2,0,1,1,2,1,1,1,1,0,2,2,4,4455,10,24,14,29,0,0,4,29,2,0,0,0,1,2,3,3,1,5,0,1,2,2,3,2,3,3,3,2,4455,36,17820,94,98,0.96,,,,,,,,,,,,,
"CROPSMART, LLC",10282,282,mathstring,11,195,200601,201406,0,MOST LIKELY,75,65,65,151,96,85,119,75,193,124,18,98,48,23,40,0,3,4,3,1,1,0,0,0,1,3,4,2,1,2,1,4,3,1,3,1,1,0,1,2,2,0,1,2,1,0,1,2,1,4,2145,12,20,28,21,30,28,6,28,2,3,2,1,5,2,0,1,1,0,0,3,0,1,3,0,3,0,0,4,2145,29,5655,98,101,0.97,,,,,,,,,,,,,
CRYSTAL CLEAR POOL & SPA,10283,283,labfax,16,495,200601,201507,1,SOMEWHAT LIKELY,98,84,84,195,125,109,153,96,233,175,11,57,14,40,38,1,0,3,1,4,3,2,1,2,2,2,1,3,3,0,2,0,1,1,0,5,1,2,1,2,2,2,0,1,1,1,2,0,1,1,7920,22,16,10,19,0,0,4,19,2,3,0,0,5,2,2,1,0,3,0,1,0,2,4,1,0,2,0,3,7920,93,46035,112,114,0.98,,,,,,,,,,,,,
"CSI PRODUCTS, INC.",10284,284,Voyalight,13,150,200806,201105,1,SOMEWHAT LIKELY,127,109,109,254,163,127,178,111,277,196,22,33,35,26,33,3,1,3,0,3,5,0,1,0,5,5,3,0,1,2,1,5,0,0,2,1,0,1,2,2,0,1,1,3,0,1,1,2,4,1,1950,23,22,20,10,0,0,4,10,3,0,3,0,2,2,0,0,3,4,0,0,1,2,1,3,1,0,2,1,1950,21,3150,24,35,0.69,,,,,,,,,,,,,
CTA PRODUCTS GROUP,10285,285,solbam,14,85,200611,201507,0,MOST LIKELY,71,60,60,141,91,75,105,66,161,117,13,46,19,72,18,1,0,3,0,1,4,3,1,0,2,0,1,2,2,1,0,0,0,1,2,1,2,1,2,3,0,2,2,1,1,0,1,5,2,3,1190,29,11,15,26,0,0,4,26,0,0,1,1,1,1,0,2,3,3,3,1,3,1,4,1,2,3,2,4,1190,52,4420,105,104,1.01,,,,,,,,,,,,,
"CURRENT TECHNOLOGIES, INC.",10286,286,Statip,11,100,200705,201212,1,SOMEWHAT LIKELY,107,92,92,214,136,120,168,105,236,211,35,30,29,41,30,3,3,5,5,1,1,5,2,0,3,2,4,4,0,0,5,2,3,1,3,1,2,1,2,1,4,1,1,4,0,2,5,1,4,1,1100,12,22,21,18,25,19,6,19,1,1,2,3,1,0,2,2,2,1,2,1,1,2,3,3,2,1,0,2,1100,97,9700,56,67,0.84,,,,,,,,,,,,,
"CYTEC INDUSTRIES, INC.",10287,287,zonair,19,125,201002,201106,0,MOST LIKELY,87,75,75,174,112,96,135,84,209,151,16,70,23,25,20,2,1,3,1,0,3,1,1,2,3,1,0,2,1,1,1,0,1,0,1,2,2,0,1,2,0,3,5,1,0,0,3,0,3,3,2375,13,12,22,13,10,0,5,10,0,1,0,2,3,2,2,0,2,1,3,1,3,3,3,0,0,3,3,4,2375,78,9750,5,16,0.31,,,,,,,,,,,,,
"D-I-1-4,  A DIVISION OF 1, 4GROUP, INC.",10288,288,openfix,5,295,201106,201111,0,MOST LIKELY,80,68,68,159,103,86,120,75,175,146,17,42,12,24,58,2,1,2,1,2,1,1,2,5,5,0,1,3,1,4,0,0,2,0,0,1,1,2,2,3,2,3,2,0,3,2,5,1,0,2,1475,14,29,20,0,0,0,3,20,0,2,3,1,3,1,0,0,2,3,1,3,0,1,5,0,1,2,1,4,1475,81,23895,4,5,0.8,,,,,,,,,,,,,
